c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
351,Yate,French Guiana,233,mljcb,849.37,oDFtJJsN,umSFqhvh
352,Anestassia,Hungary,889," G",125.04,UCnt,kBZqLb
353,Deegan,Somalia,442,ZoTkYI,388.34,wARWfPyX,DyN
354,Crudden,Guatemala,490,kJSzir,490.12,KRudxjR,JBAm
355,Amethist,Belgium,562,jJ,883.45,wtsK vPes,YCqsxUiMxa
356,Baudin,Liechtenstein,185,bIako,990.08,hUsgcZqk,IJlLD
357,Lea,Kiribati,125,euIhmcF,122.88,qJSKvdmYpO,vbBZYfoOhH
358,Old,Italy,714,EzK,320.47,FHs,AamcSrJ
359,Bonucci,Bhutan,212,sWKnoYmca,818.82,KjeHHrbPVf,dM
360,Santoro,Japan,336,YUGbEImnE,267.17,RgWpeTIhH,zsPpplZT
361,Iaverne,Peru,621,ZCCEjXio,90.61,RXSjYtMTG,POoUIaiKx
362,Joni,Guernsey,901,wiFLgdd,457.85,GirolS,KUabYXMu
363,Si,Tuvalu,664,CKXXTxGbt,568.73,qawSAhH,PCiKJnFzj
364,Karna,Iraq,580,ZP rN,677.01,oqOHcM,BbZs
365,Kat,Norway,75,Ml,288.13,lzvmqrE,IopRjtU
366,Bendick,Tajikistan,831,nrJo,842.53,TjjuNSWYg,uOI
367,Kauppi,Togo,537,X LinbIG,686.6,bDrtafzt,OuX
368,Dreda,Ghana,458,kgtrT,828.7,luZLzxf,LzlsWqrbuq
369,Silvan,Myanmar,764,Ou JFV,514.46,jY,Xey
370,Seligman,Cape Verde,92,cNOflKGh,11.13,ndmeRPb,Ve x
371,Faro,Turkey,656,GjJiVje,836.39,QQTnECs,Il
372,Franza,France,250,xXg,741.41,bhtn,e qGUwh
373,Kaete,Guam,392,SBa,485.48,VfPhc,Ag
374,Reinke,Austria,265,rrlInWP,377.03,KW,Xbv
375,Nunci,Gabon,361,QnPyN,931.38,"dy "," sAfWUvQeg"
376,Suanne,Costa Rica,356,blo u,800.52,k vA,KSfIMJDto
377,Dreda,Lebanon,702,CsWrlnlQY,685.57,TQIAewhg,nMuAMZz
378,Obed,Qatar,116,Ieg,981.41,YyvQq,s YswbjxYb
379,Gerge,Norfolk Island,441," inw",183.52,nBVJb,lZCANODzY
380,Eben,Pitcairn,807,RG,836.44,dMqmihz,OFlBoy
381,Cassius,British Indian Ocean Territory,125,LBzi,605.34,dYxxTZb,"Q R  "
382,Curren,Belize,900,UIWYNqowN,597.72,SfedQyJ,mziY
383,Odell,"Congo, The Democratic Republic of the",457,Nt,703.05,YZiRmzs,ywDt
384,Pacorro,Honduras,722,nCBqV,692.94,wp,zNJlmhDh
385,Silvan,Gabon,808,Hh,787.79,oj,N fc
386,Dex,Trinidad and Tobago,234,XC,427.46,CHjxjob,vsvUrbWRj
387,Letsou,Sao Tome and Principe,845,AMm,777.77,IaLVq,IoUAEcWKK
388,Gert,Saint Kitts and Nevis,417,rEf,298.85,D drIQ,lpH ldswTG
389,Dulciana,Thailand,502,wSkGNQani,864.13,TPF,CBEY
390,Loeb,Burkina Faso,129,tZ,506.57,XdNBXRxjbn,VOelOlpgc
391,Rosemary,Heard Island and Mcdonald Islands,170,oRjv,414.94,iqX mSa,SmlGYdpKw
392,Roxanna,Martinique,572,GXkVH,793.35,AdQYH,lWox
393,Ilka,Venezuela,887,XAUGNgv,654.51,MpkzPN,JAWGJQqex
394,Darbie,Belize,765,itagZ,701.01,YwgLHFsPb,wWH
395,Paine,Chad,320,BrFXcXaK,199.18,VXKkqKUbm,AFAu
396,Wilkinson,Poland,288,OTvEfWRVh,334.29,J lrjYNVT,ZUx
397,Lory,Papua New Guinea,236,Dkg,970.02,kmP Zgug,JgTtc
398,Brandice,Oman,404,FQRk,163.9,tYip,m uyKGvYxg
399,Gaulin,Colombia,5,qImBGy,51.16,xFl,kaoIFz
400,Bettine,Estonia,390,ZnwLKgnYZ,309.22," NjGb",coIqFWgVBQ
401,Mandler,Zambia,743,XiGTMTbm,375.34,DTGqHIo T,pGz
402,Hull,Senegal,535,nWmEaxJtI,43.17,ioqgJKLK,wOiX
403,Rustice,Venezuela,370,"jwNC ",112.96,JSsfkS,ulttxtQI
404,Imelida,Zambia,335,DIy,703.99,Qvo,jCu
405,Cimbura,Oman,437,vfNOh,13.76,Ask,qIXnIahZ
406,Adrienne,"Micronesia, Federated States of",43,CXZkDNVYK,390.31,dkYCo,VFEUnO
407,Miru,British Indian Ocean Territory,179,XAR,38.05,kQaYHu,BBaFaUtQTQ
408,Strephon,Brunei Darussalam,445,yCsrEnzyl,165.21,RtR,lgkZJF
409,Jillane,Nicaragua,33,xuXvBFV,496.52,lOAIPwBJT,si
410,Swigart,Romania,231,tulk,244.57,pfbHXJI,NjDBakSwXd
411,Mitzi,Netherlands,203,FK,600.68,ZAsJ,VEITbNjYK
412,Gemini,Reunion,155,FSxyHK,715.97,WZgbNuh,vo
413,Syd,Honduras,132,pDq,622.11,UAPFV,PuZo
414,Read,Belarus,876,kJHPl,901.93,rzZnz,WEJgQKa
415,Strephon,Kiribati,380,IIdxfPc,20.27,GJzdo,aCsrHpV
416,Robertson,Somalia,427,VkAoVLnqe,570.76,HhSqzrG,sIIerzZzEV
417,Azeria,Western Sahara,306,qso,458.03," EULmfzYdK",TgAXt
418,Florina,Maldives,77,XUuR,449.03,rLOMzNZMS,bWiuqQnUx
419,Martsen,Luxembourg,351,NEfx,36.37,"iHKhfzfqF ",zioDWdbxn
420,Avi,Dominican Republic,772,AL,199.67,gSMHG,quP
421,Johanna,Ecuador,633,qQMIkxmt,334.7,OLxaxRd,tQDPD
422,Drus,Ecuador,710,zfX,741.84,hHGGulqH,zqC
423,Lipson,Croatia,513,MvoSCXG,691.51,rJTIflYe,DTuplKNFyl
424,Voletta,China,507,g U,825.44,jZmFIwEhUU,iTwjLTWhZ
425,Hoban,Holy See (Vatican City State),977,fh,765.2,IgJDtB,dFGNd
426,Leffen,Madagascar,933,NSwEuM,72.15,mQTlGhJ,Ug wEqZyXS
427,Luhe,Peru,896,Db,791.6,kwl,LvUGYMkhvD
428,Hazlett,Jersey,295,IgBHrh,47.83,CxCi,aVMjoH
429,Presber,Chad,840,eApOXoYXk,597.86,TOnyT,MwrVMe
430,Tice,Falkland Islands (Malvinas),377,fJb AK,512.8,QRyGReHn,khVqowg
431,Campball,Trinidad and Tobago,678,hPpQjDSPj,805.13,msQp,ed
432,Ardeha,Zambia,905,pGHf,313.11,ZS,rBoSmpVQqN
433,Connelly,Mauritius,25,uR,470.22,sVyj,cEgaYWv
434,Natica,Kazakhstan,155,VsT,76.05,iXpvnyRqa,Mejbwnx X
435,Ardeha,Kuwait,312,MgBbnDT,834.73,HUMRyttEbO,JjAOdO
436,Darrell,Åland Islands,317," Qhgto",452.05,el,qTXW
437,Berard,Viet Nam,881,qrDoX,156.94,MI,IlYiJKcKy
438,Medrek,Niger,655,EbtDXq,287.41,CqThFEhqro,XLazaiU
439,Phyllis,Greenland,951,diMDLEe,270.21,AAsDvcwTO,bKXL
440,Brian,Mozambique,716,lamXY,190.86,BDEXWWDKa,SHtJ TLy
441,Kaja,Macao,943,laP,388.32,wOpedGG,IcFUhOUiM
442,Ephrem,Åland Islands,785,atbAgfvF,595.64,BxFB,WDOtd
443,Harriman,Bosnia and Herzegovina,800,HwnVMB,716.44,WX,uMVn KWT
444,Cassius,Djibouti,860,bCrd,356.27,tqCQUWYL,ptJXMTw ye
445,Erminia,Cook Islands,857,hr,58.31,PwCe,wSYDGUg
446,Fulmer,Guatemala,79,KRJWhBHQt,4.37,kZdNv,QuEO
447,Dielu,Mali,431,tnGrv,694.72,PKeGa,ERF
448,Loleta,Greece,796,zTQ,334.46,vbf OTb,ENIyM
449,Tiffa,Reunion,143,qpFUx,867.27,UAAumClz,MCGFa
450,Mullane,Bouvet Island,682,Pe,69.83,XPuuHoGFz,OD
451,Turne,Burkina Faso,977,IPlaphXh,325.41,pME,JrNCzjh
452,Kellby,Niger,565,Aty,771.62,lQD,dUb Pwnq
453,Capello,Belarus,986,TnJrL,966.17,qpp,jORBsp
454,Anton,Sudan,122,lDAD,832.79,pyKjIN,QTuR
455,Si,Barbados,638,SuCGgXzf,61.68,BAYe,BiQ
456,Riva,Pitcairn,136,IV,333.06,Zx,uwaEXmhw
457,Carlson,New Zealand,579,vh,908.88,VLh,Mx
458,Catie,Uzbekistan,947,KBhEH,610.69,xKryx,jpOQecl
459,Niles,Guatemala,519,D lfnrm,426.26,pCm,CyDoY
460,Fulmer,United Kingdom,867,pZjgs,206.92,NeYyCZ,qn
461,Ophelia,Guinea-Bissau,222,dGPN,134.47,heDuQzF,VMJBwmUZNV
462,Saree,Bahrain,774,kZYxinv,530.19,fm,ukyJWwS
463,Borrell,Eritrea,62,y m,482.13,drI,T OoW BJ
464,Ochs,"Korea, Democratic People""S Republic of",827,NwPp,459.18,NmEOFvaTXw,"KmvUfMGFN "
465,Kermit,Mayotte,725,CyKpvO,698.92,rMMeDvHs,iy
466,Pernick,Palau,308," hxWms",436.52,uIHAVyk,yb
467,Moina,Saint Helena,498,OcJDdea,114.74,jdwMuF,lwggsr
468,Hailee,Senegal,125,KlSc,869.5,MwnyH,"R spj "
469,Seligman,Equatorial Guinea,911,szSxd,897.49,Sg,ajDFOpP
470,Tillford,Cape Verde,501,thCGTsOG,152.89,mw,mUAks
471,Masao,Åland Islands,359,GI,8.53,zket,rAhp
472,Ingra,Finland,994,jqL,593.29,nGHFA,LWfe
473,Nance,Solomon Islands,277,ikHV,812.2,BFSgA,wufEMQi
474,Ardeha,Kyrgyzstan,114,JsUSF,396.17,hVaAjwVnYy,vYXRk
475,Goddard,Western Sahara,159,lDHpqA,273.09,"  AgxoA",kznTvkUUy
476,Hilbert,Norfolk Island,837,HHuAHr,23.68,YAt," MVHSeSAy"
477,Louanna,Botswana,818,SDuaePSt,719.12,oAkwEIaOHK,eFA
478,Skell,Svalbard and Jan Mayen,966,LCkyZfmHZ,162.84,HYsYRiVC,TwGlIMOo
479,Cleavland,Serbia and Montenegro,226,TxMDwddw,177.37,bX,YtCRvOjyv
480,Cloris,Lithuania,827,BdJfituS,538.35,oyrIwD,kM
481,Clarissa,Cook Islands,573,dffnEceS,238.47,KJK,CJ
482,Gherardo,Aruba,432,YFKFGuhBV,209.22,WfsYtQHD,AKh
483,Burkle,Poland,2,hNjqEp,816.52," gYKAVW",kZKxIi
484,Norvol,Indonesia,843,FZ,704.36,pgVVginX,flGJ
485,Tound,Kazakhstan,194,bCj,597.19,qLBQ,wekRINEh
486,Jotham,Belarus,513,ahTBtHa,305.5,qDOxfIdxB,YVGlVbN
487,Erich,Myanmar,283,bhQ,633.84,nqCryz,GmPSNuqGP
488,Montgomery,Timor-Leste,429,iJYW,770.8," umSEIzP",wsD
489,Standing,"Tanzania, United Republic of",299,ecMgcY,184.92,FVFmOJ OZ,DyF
490,Jacqui,Niue,815,blbC,848.36,"aFusZKQEj ",xgmmrKTQIW
491,Robertson,Burkina Faso,237,SHQuboDhA,846.2,YOrifCexEJ,dSJtCjBRDM
492,Ashely,Western Sahara,599,DuoAG,205.47,xZix,yKlPaLHnEw
493,Emanuel,Spain,817,wzjBKzsn,532.37,HgMVqD,Djki
494,Maisey,New Zealand,356,AjDTyMZ,194.08,bNUO,eSMxKmw
495,Baptlsta,Estonia,536,Tkr,593.29,qNSLCvken,hlMkTIw
496,Destinee,Nepal,62,XgUJSu,614.72,"WbjwVkV ",MCL
497,Pitt,Mexico,292,PlajIdyDq,943.33,At,RT
498,Agle,Cocos (Keeling) Islands,696,tEGOI,994.19,oZi,oO
499,Konyn,Malawi,102,ulspIN,304.53,Li,nwKHzDyC
500,Taima,Greece,633,zH,825.65,BKjzhl,ygDEMm
501,Mayeda,Ireland,17,"PyC ",631.02,LS yJBq,cExODQz
502,Miru,Greece,104,hwPC,452.23,WdahEVHKOy," hMuHbgSd "
503,Astra,Namibia,4,JsiWMEb,666.35,YJdzFaoH,QH
504,Center,Tonga,716,JCawlrDE,448.24,HYK,RQzGJNKgSi
505,Bashemeth,Brunei Darussalam,197,pFQTVzpvx,123.56," wk",rMaODVs
506,Gaspard,Svalbard and Jan Mayen,542,OFPVVLKC,677.24,HJqfIUkiVS,"cgrT "
507,Terencio,Spain,471,zqNv,307.06,UGD,oNPGlUJwP
508,Haldas,United States,400,zeFHXNWx,483.32,Ob,nCCLuCF
509,Teddman,Tonga,601,ZHVEf,812.06,gr,VXaYXF
510,Gregrory,Lesotho,849,SEiOpu,480.57,hsVFYUQgd,tJCUjpoWRe
511,Henrie,Libyan Arab Jamahiriya,732,DMEdwLOs,815.87,ivPIpy,ILbj
512,Neils,Brunei Darussalam,167,FBMcdWtS,784.97,lScb,Cq
513,Amadas,Brunei Darussalam,88,KWeLCJwx,568.81,zYXymSK,asZ
514,Seagraves,Bosnia and Herzegovina,510,X qC,947.05,oyiSW,FQrCX
515,Christal,"Congo, The Democratic Republic of the",850,nWuBMhSez,931.69,qWBWpkALY,TXCOqCi R
516,Boycey,New Caledonia,985,NpXyMz,34.61,usf,yE
517,Pond,Sweden,680,GUYOWipRf,371.52,m Dl,pg
518,Milson,Indonesia,46,Emk,935.51,LRX,HyQPsqDV
519,Gaulin,Botswana,343,rK,927.52,lLwiCr,Krut
520,Suzetta,Guinea,319,jEfEi,867.52,Bg,LWiCPGGNgg
521,Breed,Belgium,791,"tPB ",475.57,PTlUJeGyOc,tHkU
522,Weide,Romania,451,vWqwHZ,824.5,vxGTyla,KMg
523,Vorster,Nepal,653," NILKTV",162.49,lj,"nfrPW tph "
524,Hull,Jordan,897,kGuCZl,649.31,Lg,DjdfZaugk
525,Blake,Libyan Arab Jamahiriya,100,uE,873.95,OJmMwDcKff,GuMkjr
526,Erb,Nicaragua,926,uXnmZje,654.16,dzrZ,H KEWVMpgk
527,Behre,Guam,155,CfeAA,628.47,lzREiNiyoM,oBDnEGij
528,Othilia,Brazil,386,nOZAJeIle,932.25,nbCAnJwxNI,YIH
529,Kronfeld,Burundi,490,vIpNt,624.14,zwmuhraBl,kg
530,Masao,Indonesia,296,rdu b Y,443.48,WZEMgSQ R,qNOnfPP
531,Tryck,Estonia,894,SNcUB,888.27,wVSI,bedVlqJfna
532,Kathie,Liechtenstein,856,pSMTCFgqn,224.3,GttAMCh,AGUIvl
533,Blake,Gabon,275,UbIpejwiS,517.8,OIEBMLzoE,oQZyYgh
534,Bennie,Argentina,845,ff,696.98,wWdv,DlgCZCv H
535,Maribeth,"Taiwan, Province of China",501,CdtKlmbzw,204.5,NfQy,kwF
536,Lissi,Northern Mariana Islands,777,RcR,542.14,md,tnlDLUSOvq
537,Travax,Russian Federation,930,IhFrkjdiR,565.02,sRNpaHh,MPIZyDZUy
538,Kermit,Serbia and Montenegro,734,ZJ,178.61,KscgZVB,qtajSdspOJ
539,Tice,French Guiana,438,fiYwYpnPr,847.14,nZAcev,rNWH
540,Dowski,Chile,163,sKGFmxiS,548.7,JnB,xNjVl
541,Brodench,Tonga,355,D XvemTw,649.66,krmBKZW,ltoie
542,Elbertina,Sri Lanka,507,sgUn X,904.92,TlMvIS,nbOnFU
543,Suk,Anguilla,681,"AUCJ ",984.96,eCKFeDbm,sq MH
544,Therine,Bolivia,136,XYkHMoj,759.2,YTSulyu,zLmDDUwJr
545,Cynar,Oman,723,sCcghwl,831.29,eJH,ztdK
546,Mendez,Dominican Republic,372,EvXWxCgdA,738.33,TSTD BnHX,JmlTOMYz
547,Lucienne,Syrian Arab Republic,540,okwUi,332.31,fkjteAKIi,dVvbGIq
548,Manolo,Switzerland,846," IamjXyg",975.91,zMgvbLPjju,HDFCJ
549,Tiffa,Ethiopia,329,Dx zFa,455.42,OCSPOiO wx,GQSOAJf
550,Phi,Saint Kitts and Nevis,553,NzX,693.58,DdKRUET,XoyYR
551,Donell,Syrian Arab Republic,124,HwPxqON,29.48,kVkFY,XOwekdNCT
552,Chem,Zambia,748,dJOZsW,779.9,lqSIpHNOac,Iz
553,Morrill,Niger,497,USu,841.07,uaKVa,gwmoCRdu
554,Helfand,Armenia,105,Bz,807.8,uYuSo,WTGhO
555,Orelee,Northern Mariana Islands,696,TARaSJk,274.52,aoivQYDCf,czNp
556,Gregrory,Germany,11,oS UD,956.82,WrCYoRGbRL,qH
557,Chem,Ireland,942,ttrDkK,271.28,frwoyKXwF,RPVJuR
558,Ade,Belize,47,PTrgP,872.43,UTNEGfjeFm,Tpmtja
559,Winthorpe,United States Minor Outlying Islands,711,Vie,450.12,g kUDSI,fzdqnsOBrF
560,Monaco,Nicaragua,737,bW,599.49,bM,Uxl
561,Raffo,Trinidad and Tobago,380,hsb,399.1,wBGnL,PXPDefK
562,Norvol,Nauru,852,mpi,294.78,rPBTkl,avGSnoIMs
563,Percy,Trinidad and Tobago,727,uIEl,574.79,RsUGp GF,AQKUlDBtC
564,Clarissa,Falkland Islands (Malvinas),640,JpDPIZs,638.58,vYP,ABRPk
565,Fosque,Lebanon,866,iIf,945.15,QRAnBrXdk,CppV
566,Burch,Saint Kitts and Nevis,387,I iFMy,872.21,sofYZk,fCZIxxyr
567,Natalia,Niger,510,vuqb vHjk,442.61,SRHKcRnlH,rFlh
568,Noelyn,Reunion,591,XVmJyGkS,547.75,WNdOvbJM,DQvR
569,Hedve,Nepal,153,DmF,851.06,"tbNrOSg ",Mstrd
570,Toor,Sri Lanka,336,GkDAmYFQH,732.9,YHnUN,mt
571,Susannah,Central African Republic,447,amEa,630.45,iWebFXfghJ," cAv"
572,Linskey,Colombia,591,oTywJWTSv,20.93,qfyxclQ,VfaMSmlG
573,Aloise,Burundi,498,Co,588.69,BvXNLr,NouL
574,Aloise,Nepal,273,QovhdwQEy,841.31,ilSpnCdi,RV DTUOFp
575,Dex,AndorrA,120,HgZRIL,536.46,VjOoOgJ,xFlm
576,Girardo,Monaco,168,AQydv,900.66,irYdRIekQH,RmsovK
577,Seligman,Philippines,489,ffGn,28.48,sgDLS  F,TLSIC
578,Love,Yemen,891,pW,648.36,CNxRtfB,Itl i
579,Wolfgram,Philippines,762,Qe,447.6,ASyKRqkSx,TVR
580,Darrell,"Virgin Islands, U.S.",146,DHDz,375.81,ESZpS,C JCWou
581,Vary,Romania,341,szG m,491.8,SX,yoLWmS
582,Agle,Puerto Rico,45,"  Tdg",789.15,JOV,QCWreDBxY
583,Doig,Trinidad and Tobago,136,Eu,191.28,DokpItQp,oN
584,Armanda,Belize,740," QRdnbCn",957.09,AdVFYZsDR,Cef
585,Greyson,Comoros,875,IvrOqZsUZ,892.29,nfSO,jR
586,Hailee,Finland,230,xYNveS,870.78,OOJBmUgsCb,xmTtwYxE
587,Stelle,China,1,sm,850.44,wDCb,Bzy
588,Liebermann,Ethiopia,909,JMHuU,585.84,MGfgb,uGoheBFI
589,Buttaro,Myanmar,202,TcmMCFCTj,796.12,SSWuqOcWxk,UJUQwtc
590,Ventre,Svalbard and Jan Mayen,685,FJsql,27.31,ShBtIuKXM,sbaMtXUOv
591,Wildermuth,Burkina Faso,640,DlFxWJc,742.51,pbjlZ,JjNze
592,Chesna,Austria,436,BsObHoyz,249.98,"V ",MbbDjyLe
593,Decato,Mozambique,184,jeOFJ,334.99,oPTQfT,zZpYMO
594,Christine,Nepal,730,fdB,249.88,EU,vykZffw
595,Tremayne,Guadeloupe,53,WDnlvt,246.7,AA," VDDF"
596,McAdams,"Virgin Islands, U.S.",409,kmyk,101.2,ePWccmoluM,KbVYl
597,Tippets,Bangladesh,54,skJ,835.18,xwC,IaIZtChK
598,Hashim,Nepal,774,AIrIP,213.42,zexos,DrvaNfy
599,Lea,Ireland,350,oiF,834.95,lckXpbzI,cajADrMzL
600,Goode,Benin,79,nWSnlktl,11.15,cKFZj,sW
601,Connelly,Gibraltar,963,nbx,474.01,CphYwXjhA,kc
602,Bashemeth,United Arab Emirates,209,YxaeOhF,419.82,"eOrpg ",cTjOMUiYt
603,Audly,Christmas Island,74,lS,38.49,aWKTnnMriP,bvtLSx
604,Toni,Bermuda,214,tegS,291.94,"ENFacW ",WuwkTl
605,Urias,Niue,549,qbtDbqR,416.02,afmic,OPZJ
606,Kenney,Kenya,596,yWKd,998.13,kQIbcyz,wO V
607,Kristi,Gambia,714,oH,401.92,KtsQYZdp,cZZ
608,Reneta,Madagascar,397,pSnDzgiZH,796.67,yxM,"t "
609,Maryanne,Bolivia,173,PRDZVjD,180.42,LUEjTIByUO,RaiobKRo
610,Kosey,Portugal,647,Uzvn,147.5,jEHWIy,wB
611,Maurine,Lesotho,704,Rx,50.05,FhkZmnmNDe,cqIe
612,Corrine,South Georgia and the South Sandwich Islands,394,FtJiIlX,493.63,dRByJ,dGrgzAQD
613,Kunin,Honduras,355,luOuUL,721.14," mja ",IeCktF
614,Ax,Thailand,286,yPHepvr,876.64,cg oBAE,rt
615,Arne,"Congo, The Democratic Republic of the",905,uuoTJFoZj,766.76,ARgTgzaf,tPlot
616,Yusuk,"Cote D""Ivoire",734,yO,889.86,AWShAsOAtJ,RmceT
617,Sprage,Saint Vincent and the Grenadines,421,PU,25.11,hijq,H BjCkOTu
618,Podvin,Haiti,776,ch,845.13,lzu,oSXlSBnWW
619,Ortrude,Nicaragua,97,ETe,224.56,lgHNnIZABn,EpZuXLdu
620,Giff,Aruba,374," gzdCugT",12.92,ko,LyiT
621,Stefa,Estonia,62,IoKTmeHdm,514.13,Qii gm,GSdk
622,Hedve,Bahrain,907,oXIAtdx,485.77,lFNXnV,dQxThN
623,Gower,Greenland,450,eqY,51.94,ZpY WZ,SpTdZjca
624,Chem,Puerto Rico,444,My,707.26,CoMRmHM,grYpbHvqhA
625,Ludewig,Cyprus,34,vlZFEHcBW,291.83,tRQyf,do
626,Clara,Cameroon,242,YeD,717.77,kWX,wV
627,Uund,Aruba,704,pUnzWfGN,456.87,xYZFadz,Pe
628,Stover,Bhutan,814,UgnT,23.47,Iwk eJYME,lC
629,Amasa,Namibia,856,iYwAtyFF,37.23,JDB vuMXku,rjB
630,Whittaker,Denmark,783,YK cQ ARh,733.27,kmNtelatfV,hluOccZL c
631,Vivle,Holy See (Vatican City State),840,jnOIVh,942.92,nhDlG,pW
632,Posner,Reunion,172,Dn,528.94,xSb,BIwSbS
633,Marlie,Haiti,944,lnQlPdq,700.75,kbIT,FxooDSxot
634,Hull,Cook Islands,680,FewucKeF,118.1,fXPUANvQrC,acgN
635,Abbot,Aruba,631,eXXVmI,997.88,Tjnm,Da mLLXe
636,Pyle,Hong Kong,543,Zzhxbv,334.03,lUM R  n,"VyzvARDjv "
637,Bluh,Venezuela,473,EiRnPd,937.82,jKEk,SwUlpOL
638,Whittaker,India,620,Aqvn,144.56,CATqcpcUuU,sY
639,Baudin,Papua New Guinea,189,LcvagHLH,652.87,Esx,VeW BG
640,Hollingsworth,Tajikistan,56,MDxLPU,848.54,octeyGOd,GZQM
641,Ardeha,Burundi,467,JcnlUadz,341.35,IH,SGqBV
642,Olin,Saudi Arabia,301,eqVID,209.05,qwbZHO,zUU
643,Slifka,"Iran, Islamic Republic Of",164,JjI,736.27,LXwekb,Tey
644,Burkle,Dominica,284,dkG,178.84,"WVwLLM ",gFGPqLrK
645,Roscoe,Gibraltar,620,LhCYt,760.93,FUgwvCsg,GPKRUiz
646,Cleo,Mexico,163,vnsW CE,16.97,FKCzEDcC,JQLQqxnmyp
647,Ovid,Myanmar,930,ooyJmk,497.56,XN,kGZShWJoR
648,Susannah,AndorrA,855,qL,61.76,hkpkHud,OWgrhhfz
649,Xerxes,"Korea, Democratic People""S Republic of",980,XTR,920.16,YQIj,fKehWZ
650,Alice,Trinidad and Tobago,574,UfWrllC,530.27,KnPfjxvI,Hb
651,Leary,Dominican Republic,392,YniXtbbVV,55.09,Ixgmu,LEobEVTj
652,Slifka,Cook Islands,643,wyHZSV,980.8,cPEiXUKa,VxwUgMwoV
653,Herrera,Pakistan,132,mHSvq,122.96,wnRVzGIZE,"  JTIjWw"
654,Adrienne,Heard Island and Mcdonald Islands,569,bCO,572.39,pRlroTDJ,vvqlFX
655,Weide,Syrian Arab Republic,864,MVGWgc,553.95,cbiX EXHU,AzD
656,Konyn,Brunei Darussalam,464,IuQawu,568.51," tH",Eft
657,Danby,Afghanistan,804,PabLeZ,159.71,MSEeEMPIdv,TWc
658,Fink,Cyprus,922,VyvQ,984.28,"aKiLmugwN ",ikx
659,Quinn,Guernsey,35,kb H,529.48,WtMLR,rJGgCe
660,Etom,Antarctica,33,lOZbddx,718.81,KEJdXasP,Lb
661,Estella,Thailand,370,t oAVMcQ,895.44,OXY,"lhxspuF "
662,Noman,Madagascar,351,whYuk,526.01,jEgJY,cBT
663,Lewes,Macao,270,cTda,832.85,rWD,fugDfNe
664,Morrill,RWANDA,566,IviCgErc,659.98,nJWVt,VgTp
665,Merriott,Sweden,556,jouJiuhz,177.71,WLCwqRoz,hWm
666,Sharl,Nepal,87,idQ,196.01,RZCPchLhc,UrDIfePmK
667,Shields,Kiribati,613,qLoXsjz,866.94,l CyC,gPaOCtNJ
668,Carlson,Australia,627,ymK,234.63,bgRDHF,TgMjbD
669,Granoff,Zambia,7,YOYBj,9.8,cJBDoCjI," SSstb"
670,Kiyoshi,Niue,229,ZLyFXg,47.13,eURCZe,Waogb
671,Olympium,Qatar,21,zH,320.31,EtYE,MPNUKF
672,Killigrew,Zambia,11,LZ,848.34,UsCLHT,HSQqKHE
673,Sheedy,Faroe Islands,303,JFyupfwgU,63.54,bf lL,Ttve
674,Anestassia,"Korea, Republic of",645,tZqsOEXtE,339.83,ca,uF
675,Dielu,Malaysia,870,JTq,299.87,"ZIBNdnFH ",mouqeKdQ
676,Knowling,Nicaragua,141,IxeYCKP,885.03,sG,JaLr OM
677,Chaing,Croatia,210,NWoVu,776.48,rRpuryOa,KtS
678,Hazlett,Antigua and Barbuda,580,Eh,49.88,VTGxBcmF,DB
679,Poppy,Ireland,994,hZZJxb,190.87,kOXMT,ZGTFofzC
680,Alarise,Kazakhstan,276,AiwqJkpI,610.6,PHZdEafh,CpWe
681,McGrody,Pakistan,776,LvPqVVY,873.62,JxbeaJ,weyrxfmlB
682,Tice,Benin,546,Sp,126.65,kj,DSW
683,Bahr,Reunion,74,LhckpGvH,594.42,UBfBVxaOq,YXqsxuJlN
684,Ferrell,Slovakia,914,AzreUyCR,920.09,whmYHi,hRjVg
685,Natalia,Czech Republic,833,lV,195.26,"HrrbefyAw ","mzZ "
686,Ogren,Papua New Guinea,219,uG,739.8,ttUs,WR uE
687,Septima,Guyana,580,aDfN,31.91,mVYexVrrgQ,SGCrMxUS
688,Cecile,Cuba,139,oASd,976.18,bfX,LK
689,Dorcy,Kazakhstan,630,IRY FoY,82.78,Npr,FQaC
690,Standing,Mali,775,jHK oJdN,412.51,EtnNMn,jBwWn
691,Cassius,Spain,966,kOMiff,733.4,"cSrDbJb ",ORGVx
692,Barrus,"Iran, Islamic Republic Of",2," PKIJwl",513.67,Rgx,lpaw
693,Ruvolo,Malawi,54,Ks,153.39,aUURbg,dOKQcmvp
694,Goddard,United States,153,AcHhOJY,690.61,GD,YyRNJkHq
695,Jehu,Turkmenistan,698,CiadnOMjN,61.57,wVLOAsBB,ucDdiB
696,Weide,Chad,597,Coru,657.8,"dwFICprD ",LJ
697,Monaco,Ecuador,168,MqnukN,410.31,hA,jTDkG
698,Mehalek,"Taiwan, Province of China",60,UCut,530.6,jN,KkfIGUaK
699,Shanley,Austria,31,qCAe,496.06,VzCavNDp,yBqBOiHBY
700,Clie,Oman,20,AsvNlzKdo,981.55,nJ,MaAYKxEs
701,Wolfgram,Denmark,600,aWHmOK,532.15,PCGAQw,FgaaDEC
702,Ashely,Madagascar,151,JAFP,474.03,OSxIcbUHbQ,FwPH
